0.56,0.54,0.66,0.69,0.52,0.59,0.98,0.59,0.41
0.77,0.67,0.70,0.70,0.77,0.80,0.96,0.79,0.64
0.77,0.67,0.70,0.70,0.77,0.80,0.96,0.79,0.64
0.70,0.70,0.78,0.79,0.68,0.72,0.99,0.72,0.61
0.64,0.81,0.80,0.83,0.56,0.43,0.54,0.71,0.53
9211.61,13567.92,8386.56,4350.32,12777.60,43393.06,8102.51,10668.44,142902.72
0.52,0.45,0.45,0.43,0.53,0.65,0.62,0.47,0.58
0.49,0.87,0.95,0.73,0.68,0.36,0.55,0.58,0.48
7986.64,10660.61,3972.54,2835.86,9845.76,23227.19,7807.64,9300.24,83802.17
0.55,0.32,0.29,0.35,0.36,0.58,0.61,0.47,0.40
