6.770000000000000462e-01,9.010000000000000231e-01,7.580000000000000071e-01,4.779999999999999805e-01,8.139999999999999458e-01,9.809999999999999831e-01,5.470000000000000417e-01,5.939999999999999725e-01,8.699999999999999956e-01,5.570000000000000506e-01,9.050000000000000266e-01,5.420000000000000373e-01,9.719999999999999751e-01,5.150000000000000133e-01,6.780000000000000471e-01,9.240000000000000435e-01,2.670000000000000151e-01,3.400000000000000244e-01,8.970000000000000195e-01,6.039999999999999813e-01,5.610000000000000542e-01,5.769999999999999574e-01,7.990000000000000435e-01,6.420000000000000151e-01
7.399999999999999911e-01,8.659999999999999920e-01,7.670000000000000151e-01,6.939999999999999503e-01,8.249999999999999556e-01,9.529999999999999583e-01,7.259999999999999787e-01,7.790000000000000258e-01,8.349999999999999645e-01,7.029999999999999583e-01,8.830000000000000071e-01,6.979999999999999538e-01,9.360000000000000542e-01,7.049999999999999600e-01,8.239999999999999547e-01,8.900000000000000133e-01,4.969999999999999973e-01,5.530000000000000471e-01,8.679999999999999938e-01,7.940000000000000391e-01,7.720000000000000195e-01,7.750000000000000222e-01,7.930000000000000382e-01,7.650000000000000133e-01
7.409999999999999920e-01,8.659999999999999920e-01,7.680000000000000160e-01,6.939999999999999503e-01,8.249999999999999556e-01,9.529999999999999583e-01,7.259999999999999787e-01,7.800000000000000266e-01,8.349999999999999645e-01,7.039999999999999591e-01,8.830000000000000071e-01,6.979999999999999538e-01,9.360000000000000542e-01,7.059999999999999609e-01,8.249999999999999556e-01,8.910000000000000142e-01,4.979999999999999982e-01,5.530000000000000471e-01,8.679999999999999938e-01,7.940000000000000391e-01,7.720000000000000195e-01,7.760000000000000231e-01,7.940000000000000391e-01,7.650000000000000133e-01
7.860000000000000320e-01,9.370000000000000551e-01,8.519999999999999796e-01,6.400000000000000133e-01,8.790000000000000036e-01,9.879999999999999893e-01,6.919999999999999485e-01,7.259999999999999787e-01,9.170000000000000373e-01,7.029999999999999583e-01,9.389999999999999458e-01,6.919999999999999485e-01,9.819999999999999840e-01,6.680000000000000382e-01,7.860000000000000320e-01,9.529999999999999583e-01,4.859999999999999876e-01,5.390000000000000346e-01,9.340000000000000524e-01,7.339999999999999858e-01,7.019999999999999574e-01,7.139999999999999680e-01,8.689999999999999947e-01,7.610000000000000098e-01
6.810000000000000497e-01,6.550000000000000266e-01,4.030000000000000249e-01,6.710000000000000409e-01,6.049999999999999822e-01,4.319999999999999951e-01,6.570000000000000284e-01,6.179999999999999938e-01,7.469999999999999973e-01,8.060000000000000497e-01,6.199999999999999956e-01,6.169999999999999929e-01,5.200000000000000178e-01,7.209999999999999742e-01,4.040000000000000258e-01,6.320000000000000062e-01,8.199999999999999512e-01,7.389999999999999902e-01,5.969999999999999751e-01,6.520000000000000240e-01,6.750000000000000444e-01,4.329999999999999960e-01,6.979999999999999538e-01,5.979999999999999760e-01
8.201513999999999214e+03,6.755011999999999716e+03,2.228010800000000017e+04,8.328968000000000757e+03,1.168906600000000071e+04,2.528527600000000166e+04,8.299654000000000451e+03,1.101077100000000064e+04,1.191957999999999993e+04,6.557503999999999905e+03,9.692279000000000451e+03,1.244368300000000090e+04,1.067952599999999984e+04,7.389060000000000400e+03,3.283487099999999919e+04,1.142401200000000063e+04,4.171329999999999927e+03,1.405359100000000035e+04,8.435208000000000538e+03,1.161378199999999924e+04,9.813006999999999607e+03,2.132175700000000143e+04,7.024572000000000116e+03,9.693898999999999432e+03
4.969999999999999973e-01,5.460000000000000409e-01,6.590000000000000302e-01,4.849999999999999867e-01,5.090000000000000080e-01,7.560000000000000053e-01,5.050000000000000044e-01,5.130000000000000115e-01,5.550000000000000488e-01,4.369999999999999996e-01,5.280000000000000249e-01,5.610000000000000542e-01,6.119999999999999885e-01,4.630000000000000226e-01,6.660000000000000364e-01,5.969999999999999751e-01,3.880000000000000115e-01,4.420000000000000040e-01,5.659999999999999476e-01,5.310000000000000275e-01,5.080000000000000071e-01,6.250000000000000000e-01,4.849999999999999867e-01,4.919999999999999929e-01
5.979999999999999760e-01,6.450000000000000178e-01,7.159999999999999698e-01,6.109999999999999876e-01,5.440000000000000391e-01,4.369999999999999996e-01,5.799999999999999600e-01,4.989999999999999991e-01,5.490000000000000435e-01,5.689999999999999503e-01,6.199999999999999956e-01,7.820000000000000284e-01,5.020000000000000018e-01,6.129999999999999893e-01,3.390000000000000235e-01,6.129999999999999893e-01,1.179000000000000048e+00,8.950000000000000178e-01,5.370000000000000329e-01,5.400000000000000355e-01,5.759999999999999565e-01,3.770000000000000018e-01,5.969999999999999751e-01,5.600000000000000533e-01
5.688106999999999971e+03,4.791712999999999738e+03,1.356077800000000025e+04,6.912859999999999673e+03,9.453372999999999593e+03,2.364231000000000131e+04,5.654918999999999869e+03,9.003884000000000015e+03,9.335889999999999418e+03,4.984502999999999702e+03,9.065801999999999680e+03,5.672137999999999920e+03,1.002261199999999917e+04,5.716609000000000378e+03,2.318702699999999822e+04,7.938447000000000116e+03,1.073208000000000084e+03,6.700134000000000015e+03,7.231042999999999665e+03,9.245377000000000407e+03,8.104434000000000196e+03,1.883616900000000169e+04,6.133261000000000422e+03,7.768103000000000065e+03
4.799999999999999822e-01,4.650000000000000244e-01,4.430000000000000049e-01,4.450000000000000067e-01,4.859999999999999876e-01,7.479999999999999982e-01,5.360000000000000320e-01,5.959999999999999742e-01,5.110000000000000098e-01,4.689999999999999725e-01,5.060000000000000053e-01,3.049999999999999933e-01,6.069999999999999840e-01,4.219999999999999862e-01,6.169999999999999929e-01,5.450000000000000400e-01,1.690000000000000113e-01,2.780000000000000249e-01,5.390000000000000346e-01,5.060000000000000053e-01,4.979999999999999982e-01,6.219999999999999973e-01,4.640000000000000235e-01,4.520000000000000129e-01
