0.002,0.192,-0.017,0.006,0.209,-0.032,-0.077,0.651,-0.050
0.000,0.224,0.002,0.002,0.230,0.005,0.030,0.518,0.082
0.001,0.224,0.002,0.003,0.231,0.005,0.030,0.519,0.082
0.864,0.697,0.838,0.864,0.706,0.824,0.687,0.898,0.623
0.144,0.850,0.636,0.301,0.941,0.851,0.546,0.721,1.718
31171.230,3493.916,3977.034,18772.837,3094.970,2760.939,7052.749,4776.243,1235.887
0.999,0.423,0.867,0.998,0.385,0.818,0.778,0.532,0.305
2.627,0.964,2.457,2.527,1.062,2.252,2.660,0.745,2.285
4.267,1207.149,59.289,7.915,1116.093,74.504,95.319,2891.699,200.903
0.524,0.372,-0.092,0.525,0.337,-0.153,-0.285,0.502,-0.063
