0.60,0.52,0.46,0.58,0.58,0.55,0.62,0.56,0.62
0.83,0.78,0.76,0.83,0.82,0.82,0.83,0.80,0.85
0.83,0.78,0.76,0.83,0.82,0.82,0.83,0.80,0.85
0.64,0.57,0.51,0.62,0.62,0.60,0.66,0.60,0.66
0.73,0.73,0.73,0.74,0.77,0.71,0.75,0.81,0.71
25119.19,21351.82,21282.98,27508.04,29204.85,26931.21,23940.46,31559.22,31425.20
0.46,0.45,0.45,0.49,0.47,0.47,0.45,0.43,0.52
1.13,1.75,1.85,1.40,1.69,1.18,1.28,1.23,1.39
17221.50,10674.31,10635.05,14600.78,9297.59,16583.21,15234.48,17694.55,18192.62
0.34,0.20,0.19,0.26,0.18,0.29,0.30,0.25,0.27
