0.55,0.59,0.58,0.59,0.58,0.60,0.59,0.59,0.57
0.77,0.81,0.80,0.81,0.81,0.82,0.81,0.81,0.80
0.77,0.81,0.80,0.81,0.81,0.82,0.81,0.81,0.80
0.64,0.68,0.67,0.68,0.67,0.69,0.67,0.68,0.66
0.64,0.57,0.58,0.54,0.63,0.56,0.55,0.54,0.56
14988.43,16957.19,18373.59,18473.81,23524.33,20422.94,20549.96,20843.18,18698.52
0.50,0.55,0.54,0.57,0.53,0.56,0.56,0.57,0.55
0.78,0.79,0.78,0.77,1.16,1.05,0.77,2.32,0.86
7030.13,8289.25,9082.06,8815.77,13593.06,9392.85,10018.27,10513.61,8767.40
0.28,0.28,0.36,0.39,0.33,0.43,0.33,0.37,0.30
