0.51,0.69,0.63,0.61,0.62,0.64,0.55,0.57,0.42
0.72,0.84,0.80,0.83,0.79,0.80,0.79,0.74,0.67
0.72,0.84,0.80,0.83,0.79,0.80,0.79,0.75,0.67
0.61,0.76,0.71,0.70,0.70,0.71,0.65,0.66,0.53
0.62,0.50,0.53,0.59,0.54,0.67,0.63,0.65,0.67
23690.27,22872.78,24506.64,21304.50,31296.49,22248.80,27332.13,19952.40,13118.84
0.53,0.59,0.58,0.55,0.58,0.51,0.54,0.48,0.46
2.90,0.67,0.79,0.68,1.05,0.93,0.78,0.81,0.86
8126.14,9900.20,10184.56,6938.12,11828.88,12493.59,8871.50,11925.81,6751.98
0.44,0.48,0.34,0.45,0.39,0.49,0.49,0.34,0.32
