0.53,0.29,0.57,0.58,0.58,0.58,0.57,0.58,0.59
0.75,0.57,0.77,0.78,0.77,0.75,0.78,0.77,0.80
0.75,0.57,0.78,0.78,0.77,0.75,0.78,0.77,0.80
0.68,0.50,0.71,0.71,0.72,0.72,0.71,0.71,0.72
0.61,0.77,0.66,0.55,0.67,0.64,0.51,0.66,0.72
8648.15,8564.99,10088.74,11290.67,6364.46,12597.09,11959.36,9262.44,15695.26
0.52,0.42,0.50,0.56,0.51,0.55,0.59,0.53,0.50
0.52,0.81,0.56,0.50,0.83,0.54,0.67,0.51,0.44
5995.69,5337.28,7939.54,8174.34,2675.41,8040.58,5643.52,7744.50,13698.71
0.55,0.30,0.47,0.56,0.32,0.57,0.39,0.56,0.68
