0.660,0.866,0.867,0.701,12842.372,0.453
0.661,0.851,0.852,0.838,14260.535,0.427
0.643,0.854,0.855,0.989,16074.185,0.416
0.681,0.847,0.848,0.874,20500.052,0.398
0.586,0.766,0.766,0.930,5918.059,0.435
0.524,0.682,0.682,0.649,8671.865,0.539
0.733,0.892,0.892,0.308,103065.636,0.705
0.646,0.815,0.816,0.670,12478.889,0.435
0.880,0.889,0.889,0.618,22482.180,0.526
0.835,0.850,0.851,0.681,10548.055,0.506
0.676,0.863,0.863,0.986,17743.533,0.443
0.662,0.864,0.864,0.743,19744.444,0.486
0.664,0.820,0.821,1.462,27715.659,0.535
0.542,0.760,0.760,0.427,8833.225,0.678
0.639,0.794,0.794,0.723,10502.024,0.465
0.640,0.835,0.836,1.080,20644.190,0.426
0.977,0.969,0.969,0.406,48267.945,0.648
0.581,0.782,0.783,0.767,16667.587,0.420
0.699,0.866,0.866,2.284,9736.578,0.394
0.762,0.872,0.872,0.687,15305.722,0.466
0.998,0.994,0.994,0.242,26925.423,0.818
0.709,0.860,0.861,0.701,44651.390,0.486
0.567,0.773,0.773,0.417,65217.524,0.550
0.515,0.760,0.761,1.130,64001.902,0.439
0.683,0.845,0.846,0.484,54398.074,0.588
0.300,0.495,0.496,0.967,2032.861,0.266
0.699,0.895,0.896,1.044,77426.003,0.685
0.670,0.832,0.833,0.954,21417.399,0.522
0.610,0.845,0.846,0.718,11052.955,0.387
0.646,0.824,0.825,0.522,20789.775,0.534
0.708,0.870,0.870,0.752,17812.580,0.481
0.400,0.537,0.537,0.830,11665.822,0.561
0.672,0.795,0.795,0.535,12509.344,0.547
0.707,0.849,0.849,0.500,254885.157,0.568
0.676,0.840,0.840,0.895,13157.230,0.412
0.593,0.764,0.764,1.673,20645.259,0.489
0.550,0.815,0.816,0.712,7995.337,0.424
0.491,0.754,0.755,0.562,15935.914,0.522
0.455,0.594,0.595,0.728,3228.003,0.407
0.631,0.833,0.834,1.374,12107.047,0.407
0.648,0.814,0.814,0.447,14199.478,0.548
0.631,0.801,0.802,0.679,8433.205,0.436
0.656,0.828,0.828,1.037,14416.099,0.372
0.543,0.789,0.790,1.138,8934.208,0.268
0.568,0.805,0.806,0.987,8751.583,0.376
0.696,0.855,0.856,0.782,13400.323,0.459
0.921,0.909,0.909,0.264,59450.118,0.798
0.620,0.798,0.798,0.380,28929.301,0.594
0.642,0.834,0.835,0.980,16476.910,0.382
0.656,0.839,0.840,2.231,13990.491,0.387
0.480,0.739,0.740,0.690,17138.439,0.511
0.742,0.896,0.896,0.434,62932.435,0.667
0.861,0.835,0.835,0.349,11974.704,0.681
0.740,0.876,0.876,4.186,35210.783,0.562
0.614,0.827,0.828,0.729,8159.306,0.421
0.701,0.872,0.873,0.820,15431.205,0.451
0.439,0.682,0.683,0.469,14527.786,0.537
0.566,0.812,0.813,0.740,6703.185,0.433
0.575,0.718,0.718,0.411,18379.221,0.603
0.880,0.914,0.915,0.684,17741.989,0.504
0.662,0.805,0.805,1.156,11218.222,0.377
0.691,0.852,0.853,0.937,10346.055,0.475
0.664,0.863,0.863,0.542,10659.067,0.548
0.644,0.856,0.857,3.510,40268.626,0.556
0.674,0.854,0.855,0.844,17611.292,0.454
0.715,0.871,0.871,0.781,26173.877,0.497
0.608,0.818,0.819,1.264,14487.190,0.390
0.640,0.828,0.828,0.792,27979.340,0.371
0.593,0.774,0.774,0.799,10673.768,0.386
0.663,0.847,0.848,0.712,16874.952,0.473
0.535,0.778,0.779,1.248,9537.152,0.294
0.575,0.753,0.753,0.826,16066.295,0.525
0.958,0.929,0.929,0.601,16496.591,0.545
0.560,0.803,0.804,1.420,10602.964,0.349
0.305,0.474,0.474,0.647,3427.624,0.652
0.625,0.775,0.775,1.197,14831.978,0.432
0.554,0.766,0.766,1.705,62102.213,0.510
0.486,0.753,0.754,1.583,53378.561,0.412
0.449,0.700,0.701,0.461,9376.822,0.590
0.624,0.801,0.802,0.409,16719.513,0.568
0.660,0.830,0.831,0.791,12477.881,0.411
0.652,0.827,0.827,1.809,24537.114,0.425
0.669,0.842,0.842,0.654,56990.224,0.666
0.566,0.780,0.780,1.213,7408.967,0.519
0.604,0.757,0.757,0.372,9661.181,0.645
0.649,0.828,0.829,1.123,15110.494,0.352
0.776,0.835,0.836,0.799,15545.222,0.469
0.546,0.786,0.787,7.248,34622.423,0.518
0.855,0.835,0.836,0.842,10695.821,0.480
0.503,0.742,0.743,2.206,4071.137,0.409
0.988,0.973,0.973,0.444,9920.436,0.644
0.608,0.839,0.840,0.669,15941.583,0.417
