0.59,0.41,0.63,0.64,0.60,0.56,0.83,0.52,0.01
0.76,0.63,0.81,0.79,0.77,0.76,0.82,0.73,0.02
0.76,0.63,0.81,0.79,0.77,0.76,0.82,0.73,0.03
0.67,0.52,0.70,0.75,0.68,0.65,0.87,0.61,0.46
0.66,0.66,0.65,0.54,0.65,0.63,0.66,0.76,2.40
12330.27,11472.88,16637.92,15009.99,10795.51,16235.00,12557.69,13507.02,6744.05
0.51,0.50,0.49,0.60,0.51,0.49,0.56,0.48,0.99
1.13,0.94,0.72,0.89,0.88,0.69,1.06,0.85,0.00
5956.27,3270.73,10556.89,6276.50,4370.27,6906.98,6356.18,4182.94,0.00
0.35,0.28,0.47,0.36,0.35,0.41,0.45,0.31,0.20
