0.65,0.55,0.72,0.59,0.53,0.53,0.63,0.68,0.75
0.80,0.79,0.85,0.83,0.76,0.80,0.84,0.85,0.88
0.80,0.80,0.85,0.83,0.76,0.80,0.84,0.85,0.88
0.70,0.61,0.76,0.65,0.59,0.59,0.69,0.73,0.79
0.83,0.69,0.64,0.43,0.66,0.64,0.39,0.70,0.61
14992.43,15427.90,14452.42,110197.83,22872.29,17738.88,209344.74,18615.90,17668.72
0.45,0.49,0.55,0.69,0.50,0.48,0.67,0.50,0.54
0.88,0.85,0.94,0.64,0.97,1.20,2.38,1.03,0.77
9930.25,7007.57,7564.18,22580.16,8158.69,8304.60,62612.50,11646.58,12244.32
0.42,0.42,0.43,0.54,0.35,0.42,0.59,0.38,0.49
