0.48,0.49,0.40,0.36,0.42,0.29,0.39,0.39,0.35
0.65,0.67,0.61,0.60,0.64,0.58,0.59,0.60,0.58
0.65,0.67,0.61,0.60,0.64,0.58,0.59,0.61,0.58
0.55,0.56,0.47,0.44,0.49,0.38,0.46,0.47,0.43
0.75,0.76,0.83,0.85,0.78,0.78,0.80,0.82,0.71
18388.90,28869.97,16717.68,22506.99,19704.99,17971.25,15674.02,15567.60,17180.72
0.43,0.47,0.40,0.38,0.41,0.43,0.40,0.40,0.42
4.32,1.72,2.69,3.54,4.13,2.74,3.03,3.09,5.96
6951.03,7156.12,6759.40,9108.64,7770.20,3238.96,5631.53,6307.67,4134.06
0.13,0.06,0.10,0.05,0.13,0.03,0.09,0.07,0.07
