-0.001,0.491,-0.017,0.000,0.581,-0.032,0.000,0.602,0.217
0.000,0.351,0.001,0.000,0.440,0.003,0.000,0.466,0.086
0.000,0.351,0.001,0.000,0.440,0.003,0.000,0.466,0.086
0.861,0.841,0.785,0.861,0.873,0.775,0.860,0.880,0.772
1.074,0.609,0.683,0.925,0.673,0.831,0.609,0.507,1.136
2.728,13565.026,8659.243,1.177,12346.298,6758.997,4977.717,26515.624,3895.849
0.996,0.579,0.706,0.998,0.578,0.675,0.989,0.690,0.418
1.000,0.890,9.009,0.000,0.985,5.260,1.413,0.760,2.098
2419.075,3672.657,37.992,228521160.713,3433.394,69.021,654.198,5279.516,698.398
-0.045,0.415,-0.035,-0.225,0.415,-0.056,0.081,0.507,0.153
