0.59,0.56,0.69,0.55,0.59,0.59,0.52,0.54,0.53
0.78,0.79,0.86,0.76,0.79,0.80,0.76,0.77,0.78
0.78,0.79,0.86,0.77,0.80,0.81,0.76,0.77,0.78
0.65,0.63,0.73,0.61,0.65,0.65,0.58,0.60,0.60
0.72,0.72,0.62,0.82,0.86,0.77,0.74,0.80,0.80
19156.31,17923.18,23590.79,19918.34,18252.00,18867.12,18011.03,19935.93,19717.84
0.46,0.47,0.54,0.46,0.45,0.47,0.45,0.45,0.44
1.02,1.31,0.69,1.78,1.11,1.21,1.40,1.15,1.24
10653.31,10740.60,17022.40,9918.67,10152.81,10914.67,10414.57,11198.81,12049.16
0.32,0.25,0.45,0.20,0.26,0.33,0.31,0.23,0.26
