0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.36,0.00,0.85,0.00,0.00,0.00,0.59,0.38,0.64,0.98,0.46,0.67,0.92,0.84,0.59,0.57
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.61,0.00,0.84,0.00,0.00,0.00,0.80,0.58,0.81,0.97,0.70,0.79,0.90,0.82,0.73,0.78
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.61,0.00,0.84,0.00,0.00,0.00,0.80,0.58,0.81,0.97,0.70,0.79,0.90,0.82,0.73,0.78
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.55,0.00,0.91,0.00,0.00,0.00,0.72,0.56,0.76,0.99,0.63,0.78,0.95,0.90,0.72,0.71
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.44,0.00,0.30,0.00,0.00,0.00,0.38,0.77,0.44,0.27,0.84,0.38,0.55,0.51,0.70,0.34
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51451.44,41459.39,0.00,56632.79,0.00,0.00,0.00,82983.24,7478.24,58090.39,62949.30,8802.68,60100.44,12152.50,25274.33,9887.28,69360.49
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.64,0.00,0.76,0.00,0.00,0.00,0.68,0.44,0.65,0.80,0.45,0.68,0.53,0.66,0.46,0.70
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,3.93,0.00,0.57,0.00,0.00,0.00,0.29,0.86,0.35,0.27,0.97,0.34,0.53,0.48,0.58,0.33
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46449.17,8069.99,0.00,23201.47,0.00,0.00,0.00,39130.01,3747.94,33841.86,52012.95,3530.10,26921.68,10702.18,14157.53,7676.93,25468.65
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.02,0.00,0.65,0.00,0.00,0.00,0.66,0.34,0.60,0.79,0.30,0.58,0.51,0.57,0.47,0.58
