0.69,0.67,0.68,0.91,0.68,0.89,0.88,0.69,0.72
0.85,0.84,0.84,0.91,0.85,0.89,0.87,0.86,0.81
0.85,0.84,0.84,0.91,0.85,0.89,0.87,0.86,0.81
0.76,0.74,0.75,0.93,0.75,0.92,0.90,0.76,0.78
0.55,0.68,0.60,0.49,0.61,0.56,0.55,0.58,0.61
13006.26,17016.23,16092.42,19203.40,16132.65,12751.20,13204.24,16084.64,12546.64
0.53,0.49,0.52,0.58,0.51,0.59,0.55,0.52,0.49
0.74,0.73,0.69,0.62,0.66,0.80,0.65,0.66,0.62
8043.19,10261.01,10434.64,9302.68,11610.59,6243.48,6380.33,9622.09,8346.01
0.43,0.40,0.49,0.51,0.45,0.47,0.46,0.51,0.44
