0.63,0.65,0.74,0.64,0.72,0.68,0.70,0.77,0.85
0.85,0.84,0.88,0.84,0.86,0.85,0.86,0.88,0.87
0.85,0.84,0.88,0.84,0.86,0.85,0.86,0.88,0.87
0.68,0.70,0.78,0.69,0.76,0.72,0.75,0.80,0.87
0.64,0.64,0.58,0.69,0.64,0.69,0.65,0.65,0.65
18750.13,19362.69,18923.88,14598.48,17209.33,19154.49,17967.83,19708.86,18678.49
0.51,0.51,0.55,0.51,0.50,0.48,0.53,0.52,0.57
0.66,0.87,0.68,0.71,0.76,0.83,0.74,0.69,0.74
13625.29,12575.23,13766.48,11540.25,11696.93,12236.13,13177.72,15122.35,13884.41
0.49,0.49,0.50,0.48,0.46,0.45,0.46,0.52,0.52
