0.99,0.99,0.89,0.57,0.89,0.91,0.91,0.91,0.60
0.98,0.99,0.89,0.76,0.89,0.91,0.91,0.90,0.80
0.98,0.99,0.89,0.76,0.89,0.91,0.91,0.90,0.80
0.99,0.99,0.93,0.71,0.93,0.94,0.94,0.94,0.73
0.43,0.49,0.61,0.64,0.54,0.56,0.56,0.68,0.70
14140.34,7771.40,8793.25,9333.03,7626.25,12383.22,8162.25,11036.39,10674.60
0.65,0.60,0.55,0.49,0.57,0.61,0.57,0.56,0.53
0.43,0.50,0.58,0.59,0.51,0.54,0.51,0.60,0.40
13835.92,7600.47,7560.94,7144.45,6474.10,9833.10,6628.89,10700.14,9948.61
0.65,0.60,0.51,0.51,0.54,0.58,0.52,0.55,0.65
