0.56,0.61,0.71,0.7,0.53,0.55,0.72,0.69,0.55
0.82,0.83,0.89,0.88,0.78,0.81,0.89,0.87,0.83
0.82,0.83,0.89,0.88,0.78,0.81,0.89,0.87,0.83
0.65,0.7,0.78,0.76,0.62,0.64,0.78,0.76,0.64
0.61,0.61,0.55,0.59,0.61,0.54,0.54,0.58,0.52
15050.36,13545.2,17916.25,14862.57,11099.06,18332.87,17665.04,14346.66,15752.76
0.52,0.55,0.56,0.54,0.52,0.58,0.57,0.55,0.57
0.61,0.61,0.59,0.61,0.63,0.59,0.58,0.59,0.57
9296.09,8632.12,9750.35,8865.72,7184.94,10454.22,9047.72,8704.52,9657.13
0.39,0.39,0.4,0.4,0.38,0.37,0.4,0.42,0.42
