0.25,0.30,0.28,0.31,0.31,0.31,0.29,0.30,0.28
0.53,0.56,0.55,0.57,0.57,0.58,0.58,0.58,0.54
0.53,0.56,0.55,0.57,0.58,0.58,0.58,0.58,0.54
0.32,0.37,0.35,0.37,0.37,0.37,0.37,0.36,0.36
0.83,0.75,0.81,0.73,0.78,0.77,0.77,0.77,0.70
10489.96,22891.58,15640.57,19130.97,15147.32,21277.53,16860.43,21626.17,22683.14
0.37,0.45,0.40,0.43,0.41,0.40,0.43,0.41,0.47
3.00,4.07,2.65,3.91,3.38,2.56,2.96,2.94,3.44
1922.90,2155.24,2964.73,4398.88,3268.02,6807.19,2607.77,2792.57,1731.89
-0.07,-0.06,-0.06,0.04,-0.02,0.01,-0.03,-0.02,-0.09
