0.52,0.43,0.60,0.56,0.53,0.52,0.59,0.70,0.69
0.82,0.72,0.83,0.80,0.77,0.77,0.79,0.85,0.85
0.82,0.72,0.83,0.80,0.77,0.77,0.79,0.85,0.85
0.59,0.50,0.67,0.63,0.59,0.58,0.65,0.75,0.73
0.60,0.75,0.59,0.70,0.75,0.66,0.61,0.72,0.66
32549.12,36146.86,31795.18,33334.64,25756.26,25587.24,44430.33,27350.60,41621.38
0.55,0.47,0.55,0.48,0.46,0.48,0.53,0.53,0.53
0.98,1.38,0.78,0.85,1.16,1.14,3.16,0.76,0.79
18896.31,11269.57,14426.44,21951.89,13049.54,11990.93,4297.47,18594.68,25253.25
0.43,0.26,0.50,0.44,0.37,0.35,0.32,0.47,0.49
