0.60,0.56,0.48,0.51,0.22,0.55,0.47,0.61,0.59
0.79,0.80,0.72,0.78,0.53,0.77,0.73,0.81,0.83
0.79,0.80,0.72,0.78,0.53,0.77,0.73,0.81,0.83
0.64,0.61,0.53,0.56,0.29,0.59,0.52,0.65,0.63
0.62,0.61,0.69,0.67,0.54,0.56,0.65,0.58,0.60
37825.30,57221.43,61830.62,42362.59,167681.42,51162.60,27338.48,42805.72,63977.79
0.52,0.54,0.47,0.51,0.52,0.58,0.48,0.55,0.56
1.53,3.82,1.12,1.04,5.00,1.45,0.97,2.73,1.43
10700.83,3246.78,27013.43,11952.45,15336.01,4005.82,11696.73,5913.32,5978.74
0.35,0.16,0.26,0.33,-0.07,0.22,0.26,0.35,0.29
