0.74,0.70,0.74,0.81,0.73,0.71,0.66,0.71,0.72
0.90,0.87,0.89,0.91,0.89,0.88,0.88,0.87,0.89
0.90,0.88,0.90,0.91,0.90,0.88,0.88,0.87,0.89
0.77,0.73,0.77,0.83,0.75,0.74,0.70,0.74,0.75
0.62,0.61,0.61,0.61,0.57,0.61,0.56,0.61,0.61
25583.74,27027.63,27139.27,21890.56,27030.21,23070.06,26503.31,24043.86,23640.88
0.55,0.55,0.53,0.55,0.55,0.55,0.56,0.53,0.53
0.66,0.81,0.69,0.72,0.69,0.69,0.66,0.78,0.66
18004.36,16625.31,21469.21,15785.52,18373.42,14586.84,21054.79,17015.44,16579.87
0.52,0.45,0.50,0.51,0.50,0.47,0.52,0.44,0.51
