0.22,0.22,0.20,0.12,0.36,0.27,0.12,0.20,0.17
0.46,0.44,0.43,0.37,0.51,0.37,0.42,0.48,0.40
0.46,0.44,0.43,0.38,0.51,0.37,0.43,0.48,0.40
0.44,0.49,0.43,0.40,0.56,0.50,0.39,0.47,0.43
0.44,0.78,0.40,0.76,0.86,0.72,0.81,0.49,0.83
31204.12,8472.75,77077.43,5714.90,8374.31,5369.31,10285.73,23954.89,6574.31
0.61,0.46,0.64,0.43,0.44,0.45,0.45,0.62,0.41
3.74,1.96,1.83,1.51,1.63,3.60,1.50,0.85,1.67
2769.05,2612.11,5710.56,1216.36,2672.27,1375.27,3273.69,1151.53,610.05
-0.02,-0.04,0.03,-0.05,0.18,-0.01,-0.01,0.13,-0.10
