0.989,0.972,0.972,0.253,30136.896,0.788
0.678,0.877,0.877,0.657,18416.688,0.494
0.590,0.821,0.821,0.875,14179.872,0.382
0.665,0.852,0.853,1.024,13447.447,0.414
0.595,0.763,0.765,2.801,19212.041,0.371
0.649,0.846,0.847,0.663,6903.900,0.416
0.521,0.731,0.731,0.294,11968.283,0.637
0.894,0.912,0.912,0.552,20055.839,0.573
0.628,0.809,0.810,0.822,8893.542,0.439
0.644,0.826,0.826,0.478,19232.784,0.567
0.612,0.786,0.786,0.826,7493.584,0.393
0.660,0.849,0.849,0.734,11357.722,0.442
0.588,0.817,0.818,1.199,12988.585,0.413
0.683,0.862,0.862,6.526,60670.634,0.595
0.989,0.972,0.972,0.253,30136.896,0.788
0.539,0.711,0.712,0.894,4550.010,0.279
0.653,0.854,0.854,2.215,18717.842,0.460
0.919,0.899,0.900,0.400,27430.203,0.669
0.653,0.808,0.808,0.763,12678.563,0.387
0.680,0.812,0.812,0.960,21609.182,0.558
0.774,0.843,0.843,0.839,13673.426,0.421
0.483,0.700,0.700,0.317,25649.834,0.710
0.658,0.835,0.836,0.693,37838.411,0.444
0.611,0.820,0.820,0.451,16228.602,0.561
0.613,0.792,0.793,0.793,8529.835,0.397
0.791,0.870,0.870,0.603,13230.370,0.505
0.339,0.469,0.470,1.157,1776.412,0.338
0.936,0.904,0.904,0.719,10114.049,0.519
0.588,0.808,0.808,0.742,7261.169,0.420
0.640,0.825,0.826,0.919,25155.608,0.410
0.683,0.850,0.850,0.481,27303.574,0.640
0.614,0.844,0.845,0.736,12516.134,0.457
0.470,0.659,0.659,3.845,13795.867,0.570
0.508,0.692,0.692,0.389,12404.398,0.581
0.710,0.862,0.862,0.405,136649.591,0.656
0.629,0.833,0.834,0.865,12905.799,0.400
0.511,0.741,0.742,1.268,25106.427,0.460
0.689,0.863,0.864,0.756,14190.311,0.463
0.626,0.792,0.793,0.663,11967.431,0.516
0.978,0.930,0.930,0.492,7099.443,0.629
0.634,0.824,0.825,0.990,11933.953,0.429
0.586,0.794,0.794,0.704,13208.364,0.485
0.575,0.806,0.806,10.992,13014.554,0.566
0.597,0.789,0.790,1.014,11773.687,0.356
0.649,0.828,0.828,1.131,8039.002,0.341
0.710,0.858,0.859,0.921,14012.607,0.358
0.695,0.850,0.851,0.762,13636.242,0.466
0.659,0.771,0.771,0.440,14977.439,0.697
0.600,0.780,0.781,0.360,15736.257,0.583
0.679,0.839,0.840,1.109,17772.313,0.409
0.536,0.812,0.813,1.008,8960.577,0.400
0.627,0.769,0.769,3.485,65736.091,0.638
0.928,0.904,0.904,0.464,50502.666,0.679
0.887,0.828,0.828,0.561,5475.851,0.570
0.640,0.788,0.788,1.117,7173.704,0.360
0.537,0.773,0.774,0.819,6728.132,0.357
0.884,0.893,0.894,0.804,16900.922,0.446
0.521,0.718,0.718,0.674,5137.561,0.365
0.456,0.767,0.768,0.858,4398.926,0.372
0.644,0.805,0.805,0.360,17701.024,0.671
0.718,0.881,0.882,0.668,14992.053,0.481
0.650,0.830,0.831,0.931,16819.699,0.445
0.705,0.859,0.859,0.959,6641.428,0.432
0.560,0.820,0.821,2.977,40307.755,0.638
0.603,0.815,0.816,1.519,35466.479,0.494
0.640,0.845,0.846,0.830,15864.140,0.464
0.588,0.806,0.806,0.870,12939.370,0.434
0.733,0.851,0.851,5.435,58817.363,0.485
0.691,0.843,0.844,0.756,12906.579,0.401
0.695,0.801,0.802,0.602,10863.689,0.546
0.645,0.815,0.816,2.430,12740.065,0.362
0.534,0.774,0.775,0.978,9556.441,0.325
0.540,0.718,0.718,0.843,9849.850,0.531
0.953,0.918,0.918,0.573,19416.178,0.598
0.681,0.860,0.861,1.091,16592.676,0.423
0.731,0.687,0.687,0.419,12411.967,0.486
0.479,0.747,0.748,1.274,15407.115,0.456
0.603,0.808,0.808,0.752,14921.780,0.533
0.654,0.825,0.825,0.874,13048.424,0.460
0.402,0.679,0.680,0.381,12808.593,0.706
0.974,0.938,0.939,0.554,15009.178,0.660
0.692,0.846,0.846,0.916,17839.586,0.436
0.678,0.857,0.857,0.883,18152.406,0.432
0.685,0.844,0.844,0.860,13640.258,0.509
0.571,0.822,0.822,0.514,5987.214,0.531
0.615,0.757,0.757,0.318,31566.991,0.748
0.631,0.796,0.797,1.189,20002.565,0.327
0.664,0.833,0.834,0.669,75253.776,0.492
0.575,0.820,0.821,1.623,77569.956,0.535
0.588,0.798,0.799,1.258,16940.971,0.458
0.585,0.771,0.772,2.005,10501.933,0.416
0.921,0.892,0.892,0.532,12039.210,0.565
0.657,0.816,0.816,1.206,47433.536,0.453
