0.76,0.78,0.77,0.79,0.78,0.75,0.78,0.78,0.76
0.92,0.94,0.93,0.94,0.93,0.92,0.93,0.93,0.91
0.92,0.94,0.93,0.94,0.93,0.92,0.93,0.93,0.91
0.79,0.82,0.8,0.82,0.81,0.79,0.82,0.82,0.79
0.49,0.4,0.47,0.51,0.46,0.49,0.47,0.48,0.54
25081.95,28888.27,23530.5,23420.14,25276.54,20479.61,21061.61,23468.64,18492.45
0.63,0.68,0.63,0.64,0.66,0.62,0.63,0.63,0.6
0.56,0.54,0.51,0.51,0.53,0.49,0.49,0.5,0.53
12404.94,12464.12,14011.49,13879.97,12000.47,14171.53,12965.47,15224.05,12454.01
0.5,0.54,0.56,0.56,0.52,0.54,0.55,0.54,0.52
