0.26,0.27,0.35,0.41,0.00,0.28,0.31,0.43,0.35
0.52,0.52,0.47,0.60,0.00,0.42,0.50,0.59,0.48
0.52,0.52,0.47,0.61,0.00,0.43,0.50,0.59,0.48
0.48,0.50,0.56,0.59,0.00,0.50,0.52,0.61,0.55
0.77,0.71,0.69,0.42,0.00,0.73,0.72,0.42,0.67
16209.85,10641.81,14444.98,138175.62,0.00,7159.09,15234.13,29757.95,11249.58
0.44,0.47,0.50,0.63,0.00,0.48,0.46,0.64,0.53
1.76,1.68,1.33,1.13,0.00,1.67,1.18,9.13,1.54
7497.01,3181.90,5139.75,32414.85,0.00,1838.71,5601.13,2293.02,2995.67
0.11,0.06,0.15,0.20,0.00,0.13,0.21,0.28,0.19
