0.27,0.29,0.10,0.20,0.17,0.25,0.25,0.23,0.24
0.53,0.43,0.30,0.47,0.41,0.51,0.51,0.50,0.52
0.53,0.43,0.31,0.47,0.41,0.52,0.51,0.50,0.52
0.34,0.35,0.18,0.27,0.24,0.32,0.32,0.29,0.31
0.83,0.85,0.79,0.74,0.78,0.70,0.85,0.53,0.53
19925.31,10402.11,13887.32,96777.22,40133.90,106583.43,57198.05,233687.41,230781.14
0.34,0.34,0.38,0.41,0.37,0.43,0.37,0.54,0.53
3.36,3.61,5.87,2.80,4.99,3.53,2.80,6.48,4.58
5788.95,1901.02,1259.85,6307.57,3296.98,9404.76,7381.75,11996.47,10463.99
0.00,-0.03,-0.19,-0.11,-0.18,-0.01,-0.08,-0.08,-0.07
