0.48,0.89,0.00,0.89,0.84,0.54,0.60,0.69,0.00
0.74,0.87,0.00,0.88,0.87,0.77,0.80,0.85,0.00
0.74,0.87,0.00,0.88,0.87,0.77,0.80,0.85,0.00
0.55,0.90,0.00,0.90,0.87,0.60,0.65,0.73,0.00
0.73,0.64,0.00,0.72,0.62,0.72,0.72,0.65,0.00
11705.42,22255.17,0.00,25296.10,21207.47,13504.41,19539.34,16164.25,0.00
0.45,0.50,0.00,0.57,0.55,0.48,0.52,0.53,0.00
0.95,0.89,0.00,0.93,0.87,0.82,1.15,0.76,0.00
5408.49,12603.72,0.00,13948.75,13534.82,6975.94,11917.83,10719.52,0.00
0.36,0.43,0.00,0.51,0.47,0.39,0.45,0.42,0.00
