0.56,0.61,0.00,0.68,0.69,0.00,0.65,0.42,0.00
0.78,0.77,0.00,0.83,0.86,0.00,0.81,0.63,0.00
0.78,0.77,0.00,0.84,0.86,0.00,0.81,0.63,0.00
0.65,0.69,0.00,0.75,0.76,0.00,0.73,0.53,0.00
0.36,0.36,0.00,0.44,0.41,0.00,0.40,0.44,0.00
166798.02,67284.52,0.00,101404.60,66467.76,0.00,106075.32,70026.99,0.00
0.69,0.66,0.00,0.66,0.65,0.00,0.68,0.61,0.00
17.43,1.59,0.00,1.56,0.54,0.00,2.06,3.98,0.00
33192.23,19461.51,0.00,34636.90,28788.11,0.00,21639.71,15341.33,0.00
0.60,0.43,0.00,0.61,0.52,0.00,0.63,0.24,0.00
