0.41,0.42,0.34,0.48,0.38,0.41,0.39,0.38,0.38
0.67,0.67,0.59,0.70,0.64,0.67,0.64,0.64,0.64
0.67,0.67,0.59,0.70,0.64,0.67,0.64,0.64,0.64
0.49,0.49,0.42,0.55,0.46,0.48,0.47,0.46,0.46
0.80,0.86,0.81,0.77,0.87,0.80,0.80,0.84,0.84
14593.05,13878.71,13564.14,12821.80,14127.60,12136.12,10943.66,11958.94,11058.92
0.39,0.38,0.40,0.40,0.36,0.40,0.38,0.37,0.38
1.29,1.58,1.76,1.23,1.42,1.54,1.48,1.46,1.63
6897.24,5922.01,5289.73,6726.07,6822.07,5845.32,5287.64,5506.36,4854.13
0.14,0.11,0.08,0.23,0.14,0.17,0.15,0.13,0.14
