0.35,0.39,0.36,0.38,0.37,0.38,0.36,0.40,0.39
0.64,0.67,0.64,0.66,0.65,0.66,0.65,0.67,0.68
0.64,0.67,0.64,0.66,0.66,0.66,0.65,0.67,0.68
0.41,0.45,0.42,0.43,0.43,0.44,0.42,0.45,0.45
0.81,0.79,0.82,0.78,0.81,0.79,0.84,0.83,0.81
17158.16,17853.60,17506.58,16547.49,17433.10,18019.49,16204.82,17026.23,16004.33
0.38,0.39,0.37,0.39,0.38,0.38,0.37,0.38,0.38
1.67,2.55,1.67,4.08,2.16,1.32,5.35,1.99,3.10
7920.26,8233.89,8489.58,7983.90,8115.45,8236.65,7586.38,8416.40,7715.61
0.11,0.15,0.13,0.13,0.14,0.13,0.12,0.14,0.15
