0.43,0.51,0.53,0.47,0.39,0.49,0.42,0.45,0.45
0.64,0.70,0.69,0.68,0.63,0.69,0.66,0.66,0.65
0.65,0.70,0.69,0.68,0.63,0.69,0.66,0.66,0.65
0.54,0.60,0.62,0.58,0.51,0.59,0.53,0.55,0.55
0.83,0.81,0.80,0.83,0.84,0.82,0.81,0.78,0.82
10892.96,9942.19,10011.20,10311.36,10463.68,11563.01,10245.27,10589.52,9588.03
0.39,0.39,0.42,0.40,0.39,0.42,0.40,0.42,0.39
1.07,0.92,0.93,0.91,0.98,1.15,0.98,1.21,1.06
5688.87,5949.46,5446.97,5587.06,5223.50,6072.89,5107.92,5089.89,4758.91
0.21,0.26,0.27,0.27,0.22,0.28,0.25,0.18,0.21
